proto,sttl,dttl,dloss,Spkts,Dpkts,swin,dwin,smeansz,ct_state_ttl,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,Label
0,254,0,0,2,0,0,0,57,2,25,25,25,26,1,1
1,62,252,2,8,8,255,255,46,1,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,39,39,24,39,1,1
0,254,0,0,2,0,0,0,57,2,8,8,8,8,1,1
0,254,0,0,2,0,0,0,57,2,20,20,18,20,1,1
1,254,252,2,12,10,255,255,93,1,3,2,1,2,2,1
0,60,0,0,2,0,0,0,132,0,32,32,23,32,0,0
0,60,0,0,2,0,0,0,132,0,33,33,25,33,0,0
1,31,29,5,14,18,255,255,120,0,3,1,1,5,0,0
0,254,0,0,2,0,0,0,57,2,36,36,19,36,1,1
0,254,0,0,2,0,0,0,57,2,17,17,9,17,1,1
1,62,252,2,10,10,255,255,84,1,5,6,1,1,0,0
1,31,29,36,84,86,255,255,58,0,4,5,1,1,0,0
0,60,0,0,2,0,0,0,132,0,12,12,12,12,0,0
1,254,252,1,10,6,255,255,50,1,4,3,2,3,2,1
1,31,29,32,122,126,255,255,64,0,6,11,1,1,0,0
0,31,29,0,4,4,0,0,132,0,8,10,1,3,0,0
1,31,29,27,68,68,255,255,59,0,8,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,9,27,1,1
0,254,0,0,2,0,0,0,57,2,28,28,20,28,1,1
1,31,29,18,48,50,255,255,62,0,2,4,1,1,0,0
1,31,29,6,22,24,255,255,93,0,6,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,32,32,7,32,1,1
1,254,252,1,10,6,255,255,49,1,10,10,3,10,2,1
1,31,29,7,18,18,255,255,222,0,12,12,1,11,0,0
1,31,29,7,18,18,255,255,253,0,5,7,1,4,0,0
1,31,29,32,122,126,255,255,64,0,17,13,5,8,0,0
1,62,252,8,34,26,255,255,630,1,4,5,1,1,3,1
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,1,1,2,0,0
0,254,0,0,2,0,0,0,57,2,36,36,22,36,1,1
1,254,252,1,10,6,255,255,92,1,2,2,2,2,2,1
1,31,29,4,12,18,255,255,132,0,3,3,2,1,0,0
0,31,29,0,4,4,0,0,134,0,7,8,1,3,0,0
0,254,0,0,2,0,0,0,57,2,29,29,18,29,1,1
1,31,29,7,28,30,255,255,173,0,9,10,1,1,0,0
0,254,0,0,2,0,0,0,57,2,38,38,33,38,1,1
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,31,29,0,2,2,0,0,73,0,2,3,1,1,0,0
1,31,29,5,14,18,255,255,120,0,2,2,1,1,0,0
1,31,29,390,456,858,255,255,56,0,5,10,2,5,0,0
0,254,0,0,2,0,0,0,84,2,5,1,1,1,5,1
1,31,29,21,54,56,255,255,61,0,1,3,1,1,0,0
1,31,29,12,36,40,255,255,65,0,3,5,1,1,0,0
0,31,29,0,4,4,0,0,130,0,3,4,1,3,0,0
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
0,254,0,0,2,0,0,0,57,2,38,38,38,38,1,1
0,254,0,0,2,0,0,0,57,2,26,26,16,26,1,1
0,254,0,0,2,0,0,0,57,2,28,28,6,28,1,1
1,31,29,16,44,44,255,255,63,0,6,9,1,1,0,0
0,31,29,0,2,2,0,0,73,0,2,2,1,1,0,0
1,31,29,24,60,62,255,255,60,0,14,8,1,1,0,0
0,60,0,0,2,0,0,0,132,0,24,24,19,24,0,0
0,254,0,0,2,0,0,0,57,2,11,11,11,11,1,1
60,254,0,0,2,0,0,0,100,2,5,5,2,5,4,1
0,254,0,0,2,0,0,0,57,2,26,26,8,27,1,1
0,254,0,0,2,0,0,0,57,2,26,26,25,26,1,1
0,254,0,0,2,0,0,0,57,2,17,17,17,17,1,1
0,254,0,0,2,0,0,0,57,2,38,38,24,39,1,1
1,254,252,4,14,12,255,255,123,1,1,1,1,2,2,1
1,31,29,5,14,18,255,255,120,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,73,0,4,3,1,1,0,0
1,31,29,1,14,6,255,255,638,0,3,5,1,4,0,0
0,254,0,0,2,0,0,0,57,2,33,33,18,33,1,1
0,254,0,0,2,0,0,0,57,2,20,20,15,20,1,1
0,254,0,0,2,0,0,0,57,2,33,33,20,33,1,1
1,31,29,4,22,14,255,255,67,0,6,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,16,39,1,1
0,254,0,0,2,0,0,0,57,2,5,5,4,4,1,1
0,254,0,0,2,0,0,0,57,2,17,17,6,17,1,1
0,254,0,0,2,0,0,0,57,2,44,44,40,44,1,1
1,31,29,5,14,18,255,255,120,0,3,1,1,1,0,0
1,62,252,2,10,8,255,255,81,1,4,4,3,4,0,0
0,31,29,0,4,4,0,0,142,0,6,6,1,6,0,0
1,31,29,5,14,18,255,255,120,0,1,1,1,2,0,0
1,254,252,1,10,6,255,255,59,1,2,1,1,1,2,1
0,31,29,0,4,4,0,0,134,0,7,5,1,3,0,0
0,31,29,0,2,2,0,0,73,0,4,1,2,1,0,0
1,31,29,15,52,54,255,255,56,0,2,1,1,2,0,0
1,31,29,18,48,50,255,255,62,0,3,5,1,2,0,0
1,31,29,5,24,20,255,255,90,0,3,2,1,1,0,0
1,31,29,7,18,18,255,255,252,0,20,23,1,4,0,0
1,31,29,17,62,58,255,255,96,0,2,1,1,2,0,0
0,60,0,0,2,0,0,0,132,0,35,35,16,35,0,0
32,254,0,0,2,0,0,0,90,2,4,3,4,3,3,1
1,254,252,1,10,8,255,255,98,1,2,2,1,1,3,1
0,254,0,0,2,0,0,0,46,2,12,13,10,12,2,1
1,31,29,7,18,18,255,255,235,0,11,4,1,3,0,0
1,31,29,4,16,18,255,255,96,0,6,12,6,6,0,0
0,254,0,0,2,0,0,0,57,2,30,30,30,30,1,1
1,31,29,4,12,12,255,255,89,0,2,3,1,3,0,0
0,254,0,0,2,0,0,0,57,2,23,23,16,26,1,1
0,254,0,0,2,0,0,0,57,2,19,19,18,19,1,1
1,31,29,16,44,46,255,255,63,0,9,5,1,2,0,0
1,254,252,1,14,6,255,255,620,1,1,1,1,1,9,1
1,254,252,1,10,6,255,255,53,1,4,4,2,4,2,1
0,31,29,0,2,2,0,0,66,0,2,2,2,2,0,0
0,31,29,0,2,2,0,0,73,0,1,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,26,26,17,26,1,1
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
1,254,252,6,22,16,255,255,276,1,1,1,1,1,3,1
1,31,29,1,14,6,255,255,638,0,3,3,1,2,0,0
0,254,0,0,2,0,0,0,84,2,3,1,1,1,5,1
1,31,29,7,18,18,255,255,219,0,2,2,1,1,0,0
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
1,31,29,6,22,24,255,255,87,0,9,6,1,1,0,0
0,254,0,0,2,0,0,0,84,2,1,1,1,2,5,1
1,31,29,5,14,18,255,255,120,0,3,3,1,2,0,0
0,254,0,0,2,0,0,0,57,2,36,36,19,36,1,1
3,254,0,0,2,0,0,0,100,2,1,1,1,1,1,1
0,254,0,0,2,0,0,0,57,2,23,23,18,23,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,2,0,0
0,31,29,0,2,2,0,0,65,0,3,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,32,32,10,32,1,1
1,31,29,5,14,18,255,255,120,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,34,34,18,34,1,1
44,254,0,0,2,0,0,0,100,2,9,9,2,13,4,1
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
1,62,252,8,24,20,255,255,286,1,1,1,1,1,3,1
1,31,29,8,52,40,255,255,718,0,1,2,1,1,0,0
1,31,29,4,12,12,255,255,89,0,5,4,1,1,0,0
1,31,29,24,60,62,255,255,60,0,13,9,1,1,0,0
1,31,29,17,62,58,255,255,96,0,1,1,1,1,0,0
1,62,252,33,26,70,255,255,48,1,1,1,1,2,4,1
0,254,0,0,2,0,0,0,57,2,31,31,30,31,1,1
1,31,29,390,446,858,255,255,56,0,8,10,2,7,0,0
0,254,0,0,2,0,0,0,57,2,28,28,25,28,1,1
0,254,0,0,2,0,0,0,57,2,33,33,17,33,1,1
3,254,0,0,2,0,0,0,100,2,3,3,1,4,7,1
1,254,252,1,36,10,255,255,1054,1,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,24,24,2,24,1,1
0,254,0,0,2,0,0,0,57,2,33,33,25,33,1,1
0,60,0,0,2,0,0,0,132,0,29,29,23,29,0,0
1,31,29,370,354,746,255,255,53,0,2,2,1,1,0,0
3,254,0,0,2,0,0,0,100,2,5,5,3,8,3,1
1,31,29,5,14,18,255,255,120,0,3,1,1,2,0,0
0,254,0,0,2,0,0,0,84,2,1,1,1,1,5,1
0,60,0,0,2,0,0,0,132,0,26,26,3,26,0,0
0,254,0,0,2,0,0,0,57,2,27,27,17,27,1,1
0,254,0,0,2,0,0,0,57,2,28,28,12,28,1,1
0,60,0,0,2,0,0,0,132,0,42,42,42,42,0,0
3,254,0,0,2,0,0,0,100,2,2,2,2,2,3,1
0,254,0,0,2,0,0,0,57,2,31,31,25,31,1,1
0,31,29,0,4,4,0,0,142,0,6,5,1,4,0,0
1,31,29,30,72,74,255,255,59,0,10,10,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,1,2,1,0,0
13,254,0,0,32,0,0,0,108,6,1,1,1,3,5,1
0,254,0,0,2,0,0,0,57,2,40,40,13,40,1,1
0,254,0,0,2,0,0,0,57,2,37,37,37,37,1,1
1,31,29,8,52,40,255,255,715,0,1,1,1,2,0,0
1,31,29,4,8,12,255,255,53,0,3,4,1,5,0,0
1,31,29,4,16,18,255,255,96,0,10,9,4,6,0,0
1,31,29,11,34,36,255,255,66,0,6,4,1,5,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
1,31,29,6,22,24,255,255,87,0,6,12,1,1,0,0
1,31,29,13,38,40,255,255,64,0,2,3,1,2,0,0
1,31,29,7,24,26,255,255,86,0,3,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,22,22,7,22,1,1
1,31,29,16,44,46,255,255,63,0,16,6,1,6,0,0
1,254,252,1,10,8,255,255,56,1,7,3,1,1,5,1
0,60,0,0,2,0,0,0,132,0,31,31,22,31,0,0
1,254,252,2,10,10,255,255,94,1,2,1,1,1,1,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
0,254,0,0,2,0,0,0,57,2,40,40,6,40,1,1
0,254,0,0,2,0,0,0,57,2,27,27,21,27,1,1
1,254,252,4,24,12,255,255,668,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,24,34,1,1
0,31,29,0,4,4,0,0,130,0,6,7,1,3,0,0
1,31,29,4,8,12,255,255,53,0,3,6,1,7,0,0
0,254,0,0,2,0,0,0,57,2,23,23,16,23,1,1
0,254,0,0,2,0,0,0,57,2,7,7,3,3,1,1
0,254,0,0,2,0,0,0,57,2,31,31,24,31,1,1
1,31,29,12,36,38,255,255,65,0,6,5,1,1,0,0
0,60,0,0,2,0,0,0,132,0,40,40,23,40,0,0
1,31,29,4,8,12,255,255,53,0,2,2,1,3,0,0
1,254,252,1,10,8,255,255,56,1,2,1,1,2,5,1
0,254,0,0,2,0,0,0,57,2,29,29,16,29,1,1
93,254,0,0,2,0,0,0,100,2,9,9,3,11,1,1
1,31,29,7,28,30,255,255,178,0,10,9,1,3,0,0
1,31,29,12,36,38,255,255,65,0,2,2,1,2,0,0
0,31,29,0,2,2,0,0,66,0,2,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,45,45,28,45,1,1
1,31,29,18,48,50,255,255,62,0,18,9,3,3,0,0
1,31,29,18,48,50,255,255,62,0,2,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,41,41,33,41,1,1
0,254,0,0,2,0,0,0,57,2,31,31,17,31,1,1
128,254,0,0,2,0,0,0,90,2,10,10,8,10,4,1
0,31,29,0,2,2,0,0,73,0,4,4,2,1,0,0
1,254,252,2,12,8,255,255,95,1,1,1,1,1,4,1
0,254,0,0,2,0,0,0,57,2,13,13,12,13,1,1
0,254,0,0,2,0,0,0,57,2,28,28,28,28,1,1
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
0,254,0,0,2,0,0,0,282,2,5,4,4,4,2,1
1,31,29,4,16,18,255,255,96,0,13,11,6,7,0,0
1,254,252,1,10,8,255,255,56,1,1,1,1,1,5,1
1,254,252,1,10,6,255,255,155,1,3,3,2,3,2,1
0,254,0,0,2,0,0,0,57,2,7,7,3,3,1,1
0,60,0,0,2,0,0,0,132,0,10,10,10,10,0,0
1,31,29,12,36,38,255,255,65,0,2,6,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,17,33,1,1
1,31,29,5,12,18,255,255,132,0,2,3,1,1,0,0
65,254,0,0,2,0,0,0,100,2,9,9,3,13,3,1
0,60,0,0,2,0,0,0,132,0,19,19,14,19,0,0
0,31,29,0,2,2,0,0,66,0,1,4,1,1,0,0
1,31,29,14,40,42,255,255,64,0,7,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,35,35,33,35,1,1
1,31,29,4,8,12,255,255,53,0,2,4,1,1,0,0
0,31,29,0,4,4,0,0,142,0,7,9,1,2,0,0
1,31,29,8,52,40,255,255,722,0,2,1,2,1,0,0
1,31,29,5,12,18,255,255,132,0,2,2,1,1,0,0
1,31,29,2,8,10,255,255,131,0,3,1,2,1,0,0
1,31,29,15,52,54,255,255,56,0,10,5,10,5,0,0
0,254,0,0,2,0,0,0,57,2,23,23,16,26,1,1
1,254,252,1,58,16,255,255,1174,1,3,1,1,1,2,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,26,64,66,255,255,59,0,9,13,1,3,0,0
0,254,0,0,2,0,0,0,57,2,40,40,20,40,1,1
1,254,252,1,20,12,255,255,59,1,11,11,2,11,2,1
0,254,0,0,2,0,0,0,57,2,25,25,20,25,1,1
0,31,29,0,4,4,0,0,136,0,7,9,1,3,0,0
1,31,29,36,84,86,255,255,58,0,8,13,1,1,0,0
0,254,0,0,2,0,0,0,57,2,36,36,25,36,1,1
0,254,0,0,2,0,0,0,57,2,31,31,23,31,1,1
0,254,0,0,2,0,0,0,57,2,14,14,11,14,1,1
1,31,29,12,36,38,255,255,65,0,4,8,1,1,0,0
1,62,252,2,10,8,255,255,78,1,1,1,1,1,3,1
0,31,29,0,4,4,0,0,142,0,6,6,1,3,0,0
1,31,29,21,54,56,255,255,61,0,7,5,1,4,0,0
3,254,0,0,2,0,0,0,100,2,3,3,1,3,5,1
1,31,29,7,26,28,255,255,159,0,9,12,1,3,0,0
1,31,29,7,32,24,255,255,117,0,1,2,1,1,0,0
1,62,252,37,26,78,255,255,111,1,1,1,1,1,3,1
0,31,29,0,4,4,0,0,132,0,13,6,1,2,0,0
3,254,0,0,2,0,0,0,100,2,3,3,2,3,4,1
1,31,29,4,22,14,255,255,67,0,4,12,1,1,0,0
1,31,29,18,48,50,255,255,62,0,4,13,1,1,0,0
1,31,29,5,12,18,255,255,132,0,2,3,2,2,0,0
1,254,252,1,10,8,255,255,51,1,5,5,1,1,2,1
112,254,0,0,2,0,0,0,100,2,14,14,4,17,3,1
1,31,29,5,14,18,255,255,120,0,2,4,1,2,0,0
1,62,252,2,10,8,255,255,82,1,3,1,1,1,3,1
1,254,252,1,10,6,255,255,58,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,25,25,22,25,1,1
1,31,29,33,78,80,255,255,58,0,3,7,1,1,0,0
0,254,0,0,2,0,0,0,57,2,44,44,11,44,1,1
0,254,0,0,2,0,0,0,57,2,35,35,24,35,1,1
0,254,0,0,2,0,0,0,57,2,33,33,25,33,1,1
1,31,29,14,40,42,255,255,64,0,7,2,1,1,0,0
1,31,29,15,52,54,255,255,56,0,2,2,1,1,0,0
0,254,0,0,2,0,0,0,52,2,10,10,7,10,2,1
0,254,0,0,2,0,0,0,57,2,7,7,5,7,1,1
0,254,0,0,2,0,0,0,57,2,35,35,25,35,1,1
0,60,0,0,2,0,0,0,132,0,25,25,25,25,0,0
0,254,0,0,2,0,0,0,84,2,2,1,1,1,5,1
1,31,29,4,12,12,255,255,86,0,6,5,2,1,0,0
0,31,29,0,2,2,0,0,73,0,2,1,1,2,0,0
1,31,29,14,42,42,255,255,63,0,5,1,1,1,0,0
1,31,29,6,22,26,255,255,89,0,12,8,2,2,0,0
0,254,0,0,2,0,0,0,57,2,21,21,20,21,1,1
1,254,252,1,10,8,255,255,52,1,5,5,1,5,2,1
0,254,0,0,2,0,0,0,57,2,36,35,33,35,1,1
1,62,252,9,12,24,255,255,73,1,2,1,1,1,3,1
0,60,0,0,2,0,0,0,132,0,27,27,16,27,0,0
0,31,29,0,4,4,0,0,134,0,7,11,1,2,0,0
1,31,29,16,44,46,255,255,63,0,8,6,1,3,0,0
1,31,29,15,52,54,255,255,56,0,1,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,21,21,3,21,1,1
0,254,0,0,2,0,0,0,57,2,23,23,22,23,1,1
0,254,0,0,2,0,0,0,1044,2,31,31,13,31,2,1
1,254,252,0,10,6,255,255,72,1,5,5,2,4,2,1
3,254,0,0,2,0,0,0,100,2,3,3,2,4,4,1
1,62,252,8,22,20,255,255,242,1,1,1,1,1,3,1
1,31,29,18,48,50,255,255,62,0,7,1,1,1,0,0
1,62,252,9,24,22,255,255,53,1,1,1,1,1,3,1
1,254,252,3,10,10,255,255,61,1,3,3,1,2,3,1
1,31,29,15,52,54,255,255,56,0,1,1,1,2,0,0
1,31,29,7,18,18,255,255,236,0,3,6,1,3,0,0
1,254,252,1,10,6,255,255,76,1,1,1,1,1,5,1
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
0,254,0,0,2,0,0,0,57,2,14,14,12,14,1,1
1,254,252,1,60,14,255,255,1137,1,5,2,1,2,2,1
1,31,29,30,72,74,255,255,59,0,8,6,1,1,0,0
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
3,254,0,0,2,0,0,0,100,2,4,4,2,5,3,1
1,31,29,27,66,66,255,255,59,0,19,11,3,3,0,0
3,254,0,0,2,0,0,0,100,2,6,6,2,6,3,1
0,254,0,0,2,0,0,0,57,2,36,36,34,36,1,1
0,60,0,0,2,0,0,0,132,0,4,4,3,4,0,0
0,31,29,0,2,2,0,0,73,0,1,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,28,28,22,28,1,1
0,254,0,0,2,0,0,0,818,2,11,11,9,11,2,1
0,254,0,0,2,0,0,0,57,2,29,29,4,29,1,1
0,254,0,0,2,0,0,0,84,2,7,3,2,1,5,1
1,31,29,14,40,42,255,255,64,0,10,5,1,1,0,0
116,254,0,0,2,0,0,0,100,2,6,6,2,7,6,1
1,31,29,5,14,18,255,255,120,0,2,1,1,7,0,0
1,31,29,197,226,438,255,255,58,0,9,13,3,3,0,0
3,254,0,0,2,0,0,0,100,2,10,10,4,4,3,1
0,254,0,0,2,0,0,0,57,2,33,33,13,33,1,1
0,254,0,0,2,0,0,0,57,2,20,20,17,20,1,1
1,31,29,21,54,56,255,255,61,0,14,5,3,3,0,0
0,254,0,0,2,0,0,0,57,2,22,22,17,22,1,1
0,254,0,0,2,0,0,0,57,2,7,7,4,4,1,1
1,31,29,15,52,54,255,255,56,0,1,1,1,4,0,0
0,31,29,0,2,2,0,0,73,0,3,5,1,2,0,0
1,31,29,17,46,48,255,255,62,0,10,7,1,2,0,0
3,254,0,0,2,0,0,0,100,2,3,3,3,3,3,1
1,31,29,15,42,44,255,255,63,0,1,4,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,3,2,2,0,0
1,31,29,7,28,30,255,255,179,0,2,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,15,34,1,1
0,254,0,0,2,0,0,0,57,2,19,19,9,19,1,1
1,254,252,1,10,8,255,255,80,1,2,2,2,2,3,1
1,31,29,5,12,18,255,255,132,0,2,1,1,1,0,0
0,60,0,0,2,0,0,0,132,0,28,28,23,28,0,0
0,254,0,0,2,0,0,0,57,2,19,19,19,20,1,1
1,31,29,13,38,40,255,255,64,0,13,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,18,18,18,19,1,1
0,254,0,0,2,0,0,0,57,2,17,17,17,17,1,1
1,31,29,7,18,18,255,255,248,0,9,16,1,3,0,0
0,31,29,0,4,4,0,0,130,0,7,5,1,3,0,0
0,254,0,0,2,0,0,0,57,2,39,39,20,39,1,1
1,31,29,4,8,12,255,255,53,0,3,3,1,5,0,0
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
1,31,29,4,22,14,255,255,67,0,1,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
1,31,29,18,48,50,255,255,62,0,4,10,1,2,0,0
3,254,0,0,2,0,0,0,100,2,3,3,2,3,3,1
0,254,0,0,2,0,0,0,57,2,27,27,9,27,1,1
1,31,29,4,16,18,255,255,96,0,11,9,5,5,0,0
1,62,252,8,34,22,255,255,697,1,1,1,1,1,3,1
1,31,29,4,16,18,255,255,96,0,9,6,2,7,0,0
1,31,29,24,60,62,255,255,60,0,10,7,1,1,0,0
0,31,29,0,4,4,0,0,130,0,6,4,1,3,0,0
1,31,29,16,44,46,255,255,63,0,3,6,1,1,0,0
1,254,252,1,10,6,255,255,85,1,1,1,1,2,4,1
1,31,29,8,52,42,255,255,720,0,1,2,1,1,0,0
1,31,29,1,14,6,255,255,638,0,3,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,35,35,34,35,1,1
0,60,0,0,2,0,0,0,132,0,19,19,19,19,0,0
0,254,0,0,2,0,0,0,57,2,16,16,8,16,1,1
0,254,0,0,2,0,0,0,57,2,35,35,17,35,1,1
1,31,29,5,14,18,255,255,120,0,2,1,1,1,0,0
0,62,252,0,2,2,0,0,62,3,1,1,1,4,3,1
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
0,254,0,0,2,0,0,0,57,2,24,24,6,24,1,1
45,254,0,0,2,0,0,0,100,2,4,4,1,4,4,1
0,254,0,0,2,0,0,0,57,2,15,15,15,15,1,1
0,254,0,0,2,0,0,0,57,2,31,31,12,31,1,1
0,254,0,0,2,0,0,0,57,2,27,27,9,27,1,1
0,31,29,0,4,4,0,0,128,0,7,8,1,3,0,0
0,254,0,0,2,0,0,0,57,2,37,37,25,37,1,1
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
1,31,29,15,52,54,255,255,56,0,1,7,1,2,0,0
1,31,29,5,12,18,255,255,132,0,2,2,1,2,0,0
1,254,252,1,10,8,255,255,56,1,1,1,1,1,5,1
1,31,29,28,68,70,255,255,59,0,7,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,37,37,37,37,1,1
0,254,0,0,2,0,0,0,57,2,11,11,5,11,1,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,30,30,27,30,1,1
1,31,29,6,22,24,255,255,87,0,3,2,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,13,38,40,255,255,64,0,3,5,1,1,0,0
1,62,252,2,10,10,255,255,125,1,1,1,1,1,1,1
1,31,29,176,211,402,255,255,58,0,8,9,2,2,0,0
0,254,0,0,2,0,0,0,84,2,1,1,1,1,5,1
1,31,29,16,44,46,255,255,63,0,4,7,1,2,0,0
0,31,29,0,2,2,0,0,73,0,4,2,2,1,0,0
1,31,29,24,60,62,255,255,60,0,11,10,1,5,0,0
0,254,0,0,2,0,0,0,57,2,13,13,13,13,1,1
1,254,252,2,10,8,255,255,48,1,1,2,1,1,3,1
1,31,29,13,38,40,255,255,64,0,6,10,1,2,0,0
1,31,29,7,18,18,255,255,220,0,13,12,1,3,0,0
1,31,29,16,44,46,255,255,63,0,2,3,1,1,0,0
1,31,29,7,28,30,255,255,155,0,7,4,1,4,0,0
1,254,252,2,12,12,255,255,90,1,3,1,1,1,2,1
1,31,29,13,38,42,255,255,64,0,4,9,1,1,0,0
3,254,0,0,2,0,0,0,100,2,2,2,1,2,4,1
1,62,252,3,10,10,255,255,119,1,1,1,1,1,1,1
0,31,29,0,2,2,0,0,65,0,3,1,2,2,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
0,254,0,0,2,0,0,0,57,2,27,27,25,27,1,1
0,254,0,0,2,0,0,0,57,2,27,27,27,27,1,1
1,31,29,4,8,12,255,255,53,0,1,1,1,2,0,0
0,60,0,0,2,0,0,0,132,0,23,23,14,23,0,0
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
1,31,29,8,52,40,255,255,715,0,1,1,1,3,0,0
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,32,32,32,32,1,1
1,254,252,2,12,8,255,255,86,1,1,1,1,1,4,1
0,254,0,0,2,0,0,0,57,2,17,17,7,7,1,1
1,254,252,1,10,6,255,255,53,1,13,12,3,12,2,1
85,254,0,0,2,0,0,0,100,2,8,8,3,9,4,1
0,31,29,0,2,2,0,0,65,0,4,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,15,15,7,7,1,1
1,31,29,5,14,18,255,255,120,0,3,1,2,2,0,0
0,254,0,0,2,0,0,0,57,2,37,37,33,37,1,1
1,31,29,1,14,6,255,255,638,0,3,3,1,5,0,0
85,254,0,0,2,0,0,0,100,2,4,4,3,4,7,1
0,254,0,0,2,0,0,0,57,2,7,7,3,3,1,1
0,254,0,0,2,0,0,0,57,2,43,43,11,43,1,1
1,62,252,689,222,1382,255,255,44,1,3,1,1,1,3,1
0,31,29,0,4,4,0,0,132,0,5,5,1,3,0,0
0,31,29,0,2,2,0,0,73,0,2,3,2,3,0,0
1,31,29,13,38,38,255,255,64,0,5,9,1,3,0,0
1,31,29,7,18,18,255,255,242,0,3,8,1,3,0,0
0,31,29,0,4,4,0,0,136,0,6,5,1,3,0,0
0,254,0,0,2,0,0,0,57,2,8,8,8,8,1,1
0,254,0,0,2,0,0,0,57,2,45,45,45,45,1,1
3,254,0,0,2,0,0,0,100,2,2,2,2,2,4,1
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
42,254,0,0,2,0,0,0,100,2,3,3,1,3,3,1
1,31,29,7,18,18,255,255,240,0,5,3,1,3,0,0
1,31,29,12,48,46,255,255,57,0,1,3,1,1,0,0
0,31,29,0,4,4,0,0,134,0,4,7,1,3,0,0
0,60,0,0,2,0,0,0,132,0,50,50,42,50,0,0
0,60,0,0,2,0,0,0,132,0,37,37,37,37,0,0
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
0,254,0,0,2,0,0,0,57,2,12,12,12,12,1,1
0,254,0,0,2,0,0,0,57,2,20,20,20,20,1,1
0,254,0,0,2,0,0,0,57,2,21,21,10,21,1,1
1,31,29,4,16,18,255,255,96,0,8,8,6,7,0,0
1,31,29,24,60,62,255,255,60,0,6,10,1,1,0,0
0,254,0,0,2,0,0,0,57,2,25,25,17,25,1,1
0,60,0,0,2,0,0,0,132,0,41,41,23,41,0,0
0,31,29,0,2,2,0,0,65,0,1,1,1,1,0,0
1,31,29,345,330,706,255,255,53,0,9,12,6,6,0,0
1,31,29,7,18,18,255,255,218,0,5,5,1,3,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,31,29,0,2,2,0,0,73,0,3,2,1,1,0,0
